Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Custom field (Acceptance criteria),Custom field (Commit),Custom field (Development),Custom field (DoD validée),Custom field (DoR validée),Custom field (Issue color),Custom field (Priority),Custom field (Rank),Custom field (Release),Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Créer API GET /api/tickets/{ticketId}/details,DJ-255,11513,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:08 PM,14/Nov/25 2:08 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoint détails ticket

*Tâches :*

* GET /api/tickets/{ticketId}/details - détails ticket
* Authentification staff requise
* Retour infos titulaire et événement
* Retour photo titulaire si disponible
* Status 200 OK avec détails
* Gestion erreur 404 (ticket inexistant)
* Protection données personnelles (RGPD)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0047z:,,,,,,11193,DJ-111,Valider l'identité,To Do,14/Nov/25 2:08 PM
Implémenter getTicketDetails(),DJ-254,11511,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:08 PM,14/Nov/25 2:08 PM,,,,,0,,,,,,"*Objectif :* Implémenter récupération infos ticket

*Tâches :*

* Étendre TicketService avec getTicketDetails()
* Récupération nom titulaire
* Récupération infos événement
* Récupération infos place/siège
* Récupération photo titulaire si disponible
* Vérification validité ticket
* Formatage données pour affichage",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0047r:,,,,,,11193,DJ-111,Valider l'identité,To Do,14/Nov/25 2:08 PM
Écrire tests scan QR code,DJ-253,11509,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:08 PM,14/Nov/25 2:08 PM,,,,,0,,,,,,"*Objectif :* Valider scan QR code

*Tâches :*

* Tests ScanService validation
* Tests API POST /api/scan/validate
* Tests décodage QR code
* Tests vérification signature
* Tests détection QR invalide
* Tests interface scan caméra
* Tests mode hors-ligne
* Tests E2E processus scan complet",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0047j:,,,,,,11191,DJ-110,Scanner un QR code,To Do,14/Nov/25 2:08 PM
Développer interface scan QR code,DJ-252,11507,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:08 PM,14/Nov/25 2:08 PM,,,,,0,,,,,,"*Objectif :* Développer interface scan staff

*Tâches :*

* Application scan dédiée staff
* Accès caméra device
* Détection automatique QR code
* Feedback visuel/sonore scan
* Affichage résultat validation temps réel
* Support scan manuel code
* Mode hors-ligne avec sync ultérieure",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0047b:,,,,,,11191,DJ-110,Scanner un QR code,To Do,14/Nov/25 2:08 PM
Créer API POST /api/scan/validate,DJ-251,11505,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:07 PM,14/Nov/25 2:07 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoint validation QR code

*Tâches :*

* POST /api/scan/validate - valider QR code
* Authentification staff requise
* Body avec données QR code
* Retour résultat validation (valide/invalide)
* Retour infos ticket si valide
* Status 200 OK avec résultat
* Logs tous scans pour traçabilité",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i00473:,,,,,,11191,DJ-110,Scanner un QR code,To Do,14/Nov/25 2:07 PM
Implémenter validateQRCode(),DJ-250,11503,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:07 PM,14/Nov/25 2:07 PM,,,,,0,,,,,,"*Objectif :* Implémenter scan et validation QR code

*Tâches :*

* Étendre ScanService avec validateQRCode()
* Décodage QR code
* Vérification signature cryptographique
* Validation ticket en base
* Vérification statut ticket (non utilisé)
* Extraction données ticket
* Mise à jour statut après validation",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0046v:,,,,,,11191,DJ-110,Scanner un QR code,To Do,14/Nov/25 2:07 PM
Écrire tests animations loading,DJ-249,11501,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:07 PM,14/Nov/25 2:07 PM,,,,,0,,,,,,"*Objectif :* Valider animations loading

*Tâches :*

* Tests UIStateService états
* Tests API health système
* Tests affichage spinners/skeleton
* Tests timing animations
* Tests accessibilité loading
* Tests performance animations
* Tests états concurrent loading
* Tests E2E expérience chargement",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0046n:,,,,,,11189,DJ-109,Voir des animations de chargement,To Do,14/Nov/25 2:07 PM
Développer composants loading,DJ-248,11499,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:07 PM,14/Nov/25 2:07 PM,,,,,0,,,,,,"*Objectif :* Développer animations loading

*Tâches :*

* Spinners différentes tailles
* Skeleton screens pages principales
* Progress bars opérations longues
* Animations fluides et cohérentes
* Loading overlay page entière si nécessaire
* Messages contextuels pendant chargement
* Accessibilité ARIA labels",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0046f:,,,,,,11189,DJ-109,Voir des animations de chargement,To Do,14/Nov/25 2:07 PM
Créer API GET /api/system/health,DJ-247,11497,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:07 PM,14/Nov/25 2:07 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoint état système

*Tâches :*

* GET /api/system/health - état système
* Monitoring opérations longues
* Détection goulots étranglement
* Métriques performance temps réel
* Status 200 OK avec métriques",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i00467:,,,,,,11189,DJ-109,Voir des animations de chargement,To Do,14/Nov/25 2:07 PM
Implémenter setLoading(),DJ-246,11495,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:07 PM,14/Nov/25 2:07 PM,,,,,0,,,,,,"*Objectif :* Implémenter gestion états loading

*Tâches :*

* Étendre UIStateService avec setLoading()
* États loading par composant/page
* Queue opérations asynchrones
* Timeout détection opérations longues
* Tracking état global application
* Performance monitoring",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0045z:,,,,,,11189,DJ-109,Voir des animations de chargement,To Do,14/Nov/25 2:07 PM
Écrire tests gestion erreurs,DJ-245,11493,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:07 PM,14/Nov/25 2:07 PM,,,,,0,,,,,,"*Objectif :* Valider gestion erreurs

*Tâches :*

* Tests ErrorService formatage
* Tests middleware erreurs API
* Tests status HTTP corrects
* Tests messages erreur clairs
* Tests affichage notifications
* Tests actions correctives
* Tests logging erreurs
* Tests E2E scénarios erreur",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0045r:,,,,,,11187,DJ-108,Recevoir des messages d'erreur clairs,To Do,14/Nov/25 2:07 PM
Développer composants messages erreur,DJ-244,11491,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:06 PM,14/Nov/25 2:06 PM,,,,,0,,,,,,"*Objectif :* Développer affichage messages erreur

*Tâches :*

* Composants notifications erreur (toast/banner)
* Messages erreur contextuels par page
* Suggestions actions correctives
* Design cohérent erreurs
* Icônes explicites
* Boutons actions (retry, contact support)
* Fermeture manuelle notifications",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0045j:,,,,,,11187,DJ-108,Recevoir des messages d'erreur clairs,To Do,14/Nov/25 2:06 PM
Créer middleware gestion erreurs,DJ-243,11489,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:06 PM,14/Nov/25 2:06 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoints erreurs standardisées

*Tâches :*

* Middleware gestion erreurs global
* Format réponse erreur standardisé
* Status HTTP appropriés (400, 404, 500...)
* Messages erreur détaillés mais sécurisés
* Pas d'exposition stack traces production
* Logging serveur centralisé",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0045b:,,,,,,11187,DJ-108,Recevoir des messages d'erreur clairs,To Do,14/Nov/25 2:06 PM
Implémenter formatError(),DJ-242,11487,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:06 PM,14/Nov/25 2:06 PM,,,,,0,,,,,,"*Objectif :* Implémenter gestion erreurs

*Tâches :*

* Étendre ErrorService avec formatError()
* Typage erreurs (validation, réseau, métier)
* Messages erreur contextuels
* Codes erreur standardisés
* Support i18n messages erreur
* Logging erreurs côté serveur
* Suggestions correction",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i00453:,,,,,,11187,DJ-108,Recevoir des messages d'erreur clairs,To Do,14/Nov/25 2:06 PM
Écrire tests i18n,DJ-241,11485,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:06 PM,14/Nov/25 2:06 PM,,,,,0,,,,,,"*Objectif :* Valider internationalisation

*Tâches :*

* Tests I18nService traductions
* Tests API i18n endpoints
* Tests changement langue dynamique
* Tests formatage dates/nombres
* Tests contenu FR et EN complet
* Tests persistance préférence
* Tests détection langue navigateur
* Tests E2E parcours multilingue",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0044v:,,,,,,11185,DJ-107,Changer la langue du site,To Do,14/Nov/25 2:06 PM
Développer sélecteur langue,DJ-240,11483,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:06 PM,14/Nov/25 2:06 PM,,,,,0,,,,,,"*Objectif :* Développer sélecteur langue

*Tâches :*

* Dropdown sélection langue header
* Drapeaux icônes FR/EN
* Changement langue temps réel
* Sauvegarde préférence utilisateur
* Mise à jour contenu page
* Messages feedback changement
* Persistance localStorage + compte",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0044n:,,,,,,11185,DJ-107,Changer la langue du site,To Do,14/Nov/25 2:06 PM
Créer API GET /api/i18n/translations,DJ-239,11481,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:06 PM,14/Nov/25 2:06 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoints i18n

*Tâches :*

* GET /api/i18n/languages - langues disponibles
* GET /api/i18n/translations/{lang} - traductions
* PUT /api/i18n/preference - sauvegarder préférence
* Retour fichiers traduction
* Cache traductions
* Status 200 OK avec données",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0044f:,,,,,,11185,DJ-107,Changer la langue du site,To Do,14/Nov/25 2:06 PM
Implémenter setLanguage(),DJ-238,11479,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:05 PM,14/Nov/25 2:05 PM,,,,,0,,,,,,"*Objectif :* Implémenter gestion i18n

*Tâches :*

* Étendre I18nService avec setLanguage()
* Support français et anglais
* Fichiers traduction (fr.json, en.json)
* Détection langue navigateur
* Persistance préférence langue
* Formatage dates/nombres par locale
* Traduction contenu dynamique",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i00447:,,,,,,11185,DJ-107,Changer la langue du site,To Do,14/Nov/25 2:05 PM
Écrire tests responsive mobile,DJ-237,11477,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:05 PM,14/Nov/25 2:05 PM,,,,,0,,,,,,"*Objectif :* Valider responsive mobile

*Tâches :*

* Tests DeviceService détection
* Tests API device info
* Tests responsive toutes résolutions
* Tests orientation portrait/paysage
* Tests interactions tactiles
* Tests performance mobile
* Tests compatibilité navigateurs mobiles
* Tests E2E parcours mobile complet",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0043z:,,,,,,11183,DJ-106,Utiliser le site sur mobile,To Do,14/Nov/25 2:05 PM
Développer interface responsive complète,DJ-236,11475,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:05 PM,14/Nov/25 2:05 PM,,,,,0,,,,,,"*Objectif :* Développer interface responsive

*Tâches :*

* Design mobile-first approach
* Breakpoints adaptés (mobile, tablet, desktop)
* Touch-friendly éléments (taille boutons)
* Images responsive et optimisées
* Navigation mobile optimisée
* Tests sur devices réels
* Performance mobile",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0043r:,,,,,,11183,DJ-106,Utiliser le site sur mobile,To Do,14/Nov/25 2:05 PM
Créer API GET /api/device/info,DJ-235,11473,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:05 PM,14/Nov/25 2:05 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoint infos device

*Tâches :*

* GET /api/device/info - infos appareil
* Détection côté serveur si possible
* Retour caractéristiques device
* Recommandations affichage
* Status 200 OK avec infos",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0043j:,,,,,,11183,DJ-106,Utiliser le site sur mobile,To Do,14/Nov/25 2:05 PM
Implémenter detectDevice(),DJ-234,11471,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:05 PM,14/Nov/25 2:05 PM,,,,,0,,,,,,"*Objectif :* Implémenter détection device

*Tâches :*

* Étendre DeviceService avec detectDevice()
* Détection type appareil (mobile/tablet/desktop)
* Détection taille écran
* User-agent parsing
* Orientation device
* Capacités device (touch, camera)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0043b:,,,,,,11183,DJ-106,Utiliser le site sur mobile,To Do,14/Nov/25 2:05 PM
Écrire tests navigation,DJ-233,11469,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:05 PM,14/Nov/25 2:05 PM,,,,,0,,,,,,"*Objectif :* Valider navigation site

*Tâches :*

* Tests unitaires NavigationService
* Tests API navigation menu
* Tests menu responsive desktop/mobile
* Tests fils d'Ariane
* Tests accessibilité navigation
* Tests navigation clavier
* Tests indicateurs page active
* Tests E2E parcours navigation complet",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i00433:,,,,,,11181,DJ-105,Naviguer facilement sur le site,To Do,14/Nov/25 2:05 PM
Développer composants navigation,DJ-232,11467,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:04 PM,14/Nov/25 2:04 PM,,,,,0,,,,,,"*Objectif :* Développer composants navigation

*Tâches :*

* Menu principal header responsive
* Menu mobile avec hamburger
* Fils d'Ariane toutes pages
* Navigation secondaire contextuelle
* Indicateurs page active
* Recherche rapide intégrée
* Accessibilité clavier et lecteur écran",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0042v:,,,,,,11181,DJ-105,Naviguer facilement sur le site,To Do,14/Nov/25 2:04 PM
Créer API GET /api/navigation/menu,DJ-231,11465,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:04 PM,14/Nov/25 2:04 PM,,,,,0,,,,,,"*Objectif :* Exposer endpoint structure navigation

*Tâches :*

* GET /api/navigation/menu - récupérer structure menu
* Authentification optionnelle
* Menu adapté au rôle utilisateur
* Retour structure hiérarchique
* Cache structure menu
* Status 200 OK avec menu",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0042n:,,,,,,11181,DJ-105,Naviguer facilement sur le site,To Do,14/Nov/25 2:04 PM
Implémenter getMenuStructure(),DJ-230,11463,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:04 PM,14/Nov/25 2:04 PM,,,,,0,,,,,,"*Objectif :* Implémenter logique navigation

*Tâches :*

* Étendre NavigationService avec getMenuStructure()
* Structure menu dynamique
* Gestion permissions navigation
* Menu différencié user/guest/admin
* Fils d'Ariane (breadcrumb)
* Navigation contextuelle",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0042f:,,,,,,11181,DJ-105,Naviguer facilement sur le site,To Do,14/Nov/25 2:04 PM
Écrire tests page accueil,DJ-229,11461,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:04 PM,14/Nov/25 2:04 PM,,,,,0,,,,,,"*Objectif :* Valider page accueil

*Tâches :*

* Tests unitaires HomeService.getHomePageContent()
* Tests API GET /api/home
* Tests affichage événements et offres
* Tests responsive design
* Tests performance et chargement
* Tests SEO et meta tags
* Tests navigation et CTA
* Tests E2E parcours utilisateur accueil",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i00427:,,,,,,11179,DJ-104,Accéder à une page d'accueil claire,To Do,14/Nov/25 2:04 PM
Développer page accueil moderne,DJ-228,11459,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,14/Nov/25 2:04 PM,14/Nov/25 2:04 PM,,,,,0,,,,,,"*Objectif :* Développer page accueil moderne

*Tâches :*

* Hero section attractif avec CTA principal
* Section événements à la une avec visuels
* Section offres populaires
* Section présentation plateforme
* Design moderne et responsive
* Navigation intuitive vers autres sections
* Performance optimisée (lazy loading)
* SEO optimisé",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0041z:,,,,,,11179,DJ-104,Accéder à une page d'accueil claire,To Do,14/Nov/25 2:04 PM
